CHEM 1035,CHEM 1045,PHYS 2305,PHYS 2306,MATH 1225,MATH 1226,MATH 2204,MATH 2534,MATH 2114,MATH 2214,MATH 4564,ENGE 1215,ENGE 1216,MUS 1005,PHIL 1304,HIST 1215,HIST 1216,PSCI 1014,ALS 1004,ENGL 1105,ENGL 1106,ENGL 3764,AOE 2074,AOE 2104,AOE 3094,AOE 3104,AOE 3014,AOE 3024,AOE 3034,AOE 4134,AOE 3054,AOE 3114,AOE 3124,AOE 3134,AOE 3044,AOE 4065,AOE 4154,AOE 4234,AOE 4084,AOE 4404,AOE 4066,CS 1114,CS 2114,CS 2505,CS 3114,CS 3824,CS 3744,STAT 4705,ALS 1004
CHEM 1035,CHEM 1045,PHYS 2305,PHYS 2306,MATH 1225,MATH 1226,MATH 2204,MATH 2534,MATH 2114,MATH 2214,ENGE 1215,ENGE 1216,ESM 2104,MUS 1005,PHIL 1304,HIST 1215,HIST 1216,PSCI 1014,CS 1114,ENGL 1105,ENGL 1106
